DateTime,Air temperature | (°C),Power generated by system | (MW),Pressure | (atm),Wind speed | (m/s)
2/24/2021 19:00,6.893,18.0154,0.987985,7.248
2/24/2021 20:00,7.195,9.44336,0.987875,6.007
2/24/2021 21:00,7.598,12.0696,0.987577,6.488
2/24/2021 22:00,7.835,17.0052,0.987256,7.13
2/24/2021 23:00,7.801,22.903,0.987058,7.857
2/25/2021 0:00,7.874,24.6047,0.986895,8.048
2/25/2021 1:00,7.67,18.8085,0.986886,7.35
2/25/2021 2:00,8.243,12.6107,0.986963,6.578
2/25/2021 3:00,8.757,18.1709,0.986874,7.296
2/25/2021 4:00,9.107,21.1492,0.986729,7.662
2/25/2021 5:00,8.843,24.4605,0.986387,8.041
2/25/2021 6:00,8.268,26.1793,0.98633,8.22
2/25/2021 7:00,8.981,33.4849,0.986375,9.019
2/25/2021 8:00,8.875,29.3291,0.98649,8.659
2/25/2021 9:00,8.248,22.409,0.986546,7.871
2/25/2021 10:00,8.618,29.7114,0.986533,8.623
2/25/2021 11:00,8.232,32.386,0.986634,8.885
2/25/2021 12:00,8.093,34.0244,0.986476,9.062
2/25/2021 13:00,8.02,30.1392,0.986402,8.732
2/25/2021 14:00,10.315,24.4843,0.986262,8.142
2/25/2021 15:00,13.028,9.8198,0.985917,6.169
2/25/2021 16:00,15.308,16.9034,0.985591,7.177
2/25/2021 17:00,15.71,20.828,0.985098,7.68
2/25/2021 18:00,15.147,23.7482,0.984688,8.022
2/25/2021 19:00,15.935,31.282,0.983844,8.857
2/25/2021 20:00,17.842,39.7412,0.983052,9.733
2/25/2021 21:00,18.661,49.4717,0.982251,10.697
2/25/2021 22:00,18.355,53.7083,0.981668,11.275
2/25/2021 23:00,17.04,53.7205,0.98117,11.242
2/26/2021 0:00,15.944,48.3171,0.980541,10.569
2/26/2021 1:00,15.466,56.3616,0.980082,12.332
2/26/2021 2:00,15.837,56.2667,0.97969,12.337
2/26/2021 3:00,15.861,55.475,0.979564,11.711
2/26/2021 4:00,15.713,56.2708,0.979341,12.992
2/26/2021 5:00,15.395,56.319,0.979101,12.233
2/26/2021 6:00,14.797,55.2664,0.978965,11.554
2/26/2021 7:00,14.549,55.4826,0.978872,11.627
2/26/2021 8:00,13.845,53.7744,0.978604,11.186
2/26/2021 9:00,13.842,56.0705,0.978381,11.816
2/26/2021 10:00,13.835,41.5722,0.978426,9.864
2/26/2021 11:00,13.984,46.8761,0.978157,10.393
2/26/2021 12:00,14.025,52.565,0.977973,11.021
2/26/2021 13:00,13.69,37.4483,0.978044,9.483
2/26/2021 14:00,13.895,21.4487,0.978187,7.764
2/26/2021 15:00,14.837,20.1791,0.979074,7.608
2/26/2021 16:00,14.505,24.4571,0.978961,8.113
2/26/2021 17:00,15.122,13.3593,0.978253,6.817
2/26/2021 18:00,15.447,10.4394,0.978355,6.263
2/26/2021 19:00,15.839,1.19654,0.977851,3.95
2/26/2021 20:00,16.481,1.2463,0.977929,3.983
2/26/2021 21:00,16.371,1.15822,0.977718,3.906
2/26/2021 22:00,16.114,1.0545635,0.977696,3.058
2/26/2021 23:00,15.416,0.950907,0.97791,3.812
2/27/2021 0:00,14.941,2.96558,0.977954,4.635
2/27/2021 1:00,14.491,10.5429,0.977888,6.232
2/27/2021 2:00,13.711,21.6273,0.977516,7.793
2/27/2021 3:00,13.564,10.7387,0.977638,6.315
2/27/2021 4:00,12.536,15.7453,0.97734,7.041
2/27/2021 5:00,11.888,25.0543,0.977272,8.195
2/27/2021 6:00,11.761,27.8041,0.976088,8.47
2/27/2021 7:00,11.46,24.9258,0.976842,8.254
2/27/2021 8:00,10.572,46.5294,0.976407,10.375
2/27/2021 9:00,10.545,44.4356,0.975595,10.094
2/27/2021 10:00,10.91,32.6064,0.974976,8.93
2/27/2021 11:00,9.656,38.5696,0.97499,9.653
2/27/2021 12:00,8.691,39.6004,0.974646,9.754
2/27/2021 13:00,8.264,34.5761,0.974867,9.18
2/27/2021 14:00,8.088,43.0765,0.974838,10.038
2/27/2021 15:00,7.587,27.7604,0.974932,8.488
2/27/2021 16:00,7.943,19.4778,0.975197,7.457
2/27/2021 17:00,7.328,16.8149,0.975444,7.128
2/27/2021 18:00,6.679,20.7253,0.975853,7.6
2/27/2021 19:00,6.375,22.7258,0.976291,7.85
2/27/2021 20:00,6.155,20.001,0.976576,7.503
2/27/2021 21:00,5.761,18.563,0.976789,7.324
2/27/2021 22:00,5.577,11.7966,0.977007,6.44
2/27/2021 23:00,5.458,11.4535,0.977237,6.387
2/28/2021 0:00,5.232,11.0143,0.977563,6.343
2/28/2021 1:00,5.051,11.5121,0.977487,6.446
2/28/2021 2:00,4.862,12.1636,0.977606,6.563
2/28/2021 3:00,4.512,15.0274,0.977641,6.943
2/28/2021 4:00,3.729,20.674,0.977522,7.656
2/28/2021 5:00,1.916,26.0939,0.977242,8.275
2/28/2021 6:00,1.588,33.1819,0.97704,8.938
2/28/2021 7:00,1.615,26.7795,0.976977,8.261
2/28/2021 8:00,1.282,34.8942,0.976935,9.024
2/28/2021 9:00,0.736,42.7871,0.977018,9.809
2/28/2021 10:00,0.334,52.2624,0.977331,10.664
2/28/2021 11:00,0.011,55.6524,0.977832,11.061
2/28/2021 12:00,-0.655,59.2552,0.978286,11.906
2/28/2021 13:00,-1.686,59.6564,0.978783,12.033
2/28/2021 14:00,-2.4,60.0314,0.979394,12.203
2/28/2021 15:00,-2.199,60.0361,0.980082,12.876
2/28/2021 16:00,-1.152,59.8461,0.980755,12.739
2/28/2021 17:00,-0.018,59.6242,0.981192,12.826
2/28/2021 18:00,1.243,59.3779,0.98165,13.483
2/28/2021 19:00,2.236,59.1863,0.982023,13.921
2/28/2021 20:00,3.001,59.0452,0.982404,13.705
2/28/2021 21:00,3.474,58.9581,0.982634,13.545
2/28/2021 22:00,3.42,58.9948,0.983054,13.101
2/28/2021 23:00,2.47,58.9382,0.983655,12.082
3/1/2021 0:00,0.552,59.6829,0.984208,12.727
3/1/2021 1:00,-0.807,60.017,0.984802,13.549
3/1/2021 2:00,-2.664,60.461,0.985324,12.575
3/1/2021 3:00,-2.422,60.4366,0.985807,13.062
3/1/2021 4:00,-2.898,60.5556,0.986012,13.716
3/1/2021 5:00,-4.23,60.8708,0.986259,12.279
3/1/2021 6:00,-4.888,60.5315,0.986564,11.842
3/1/2021 7:00,-5.402,59.7048,0.986836,11.479
3/1/2021 8:00,-6.145,54.5689,0.987115,10.73
3/1/2021 9:00,-6.767,46.6679,0.987253,9.985
3/1/2021 10:00,-7.339,39.7486,0.987529,9.39
3/1/2021 11:00,-7.648,35.359,0.988007,8.918
3/1/2021 12:00,-7.893,35.0696,0.988396,8.89
3/1/2021 13:00,-7.631,37.6448,0.988838,9.136
3/1/2021 14:00,-6.209,32.9361,0.98926,8.721
3/1/2021 15:00,-4.876,29.1348,0.989554,8.372
3/1/2021 16:00,-3.474,21.9115,0.98975,7.614
3/1/2021 17:00,-2.193,20.5279,0.989502,7.461
3/1/2021 18:00,-0.993,24.0045,0.989447,7.889
3/1/2021 19:00,0.001,17.0803,0.989391,7.075
3/1/2021 20:00,0.631,19.725,0.989334,7.385
3/1/2021 21:00,0.83,24.312,0.989365,7.932
3/1/2021 22:00,0.64,26.6014,0.989342,8.167
3/1/2021 23:00,-0.337,29.5924,0.989512,8.471
3/2/2021 0:00,-3.008,52.9127,0.989765,10.597
3/2/2021 1:00,-5.759,52.1935,0.9901,10.499
3/2/2021 2:00,-5.877,57.5449,0.990391,11.053
3/2/2021 3:00,-5.666,59.0899,0.990589,11.327
3/2/2021 4:00,-5.934,54.9396,0.990789,10.901
3/2/2021 5:00,-6.898,50.0176,0.990827,10.359
3/2/2021 6:00,-6.843,55.0774,0.991033,10.778
3/2/2021 7:00,-7.142,53.83,0.991411,10.656
3/2/2021 8:00,-8.12,38.2212,0.991839,9.208
3/2/2021 9:00,-9.177,15.9611,0.99227,6.881
3/2/2021 10:00,-9.577,23.6508,0.992679,7.761
3/2/2021 11:00,-9.858,26.1441,0.992965,8.019
3/2/2021 12:00,-9.909,22.9342,0.993318,7.671
3/2/2021 13:00,-9.243,18.2952,0.993596,7.147
3/2/2021 14:00,-6.803,6.03174,0.993804,5.314
3/2/2021 15:00,-4.371,1.6426,0.994016,4.087
3/2/2021 16:00,-2.543,1.6132528571428573,0.994128,3.497
3/2/2021 17:00,-0.88,1.5839057142857143,0.993866,3.353
3/2/2021 18:00,0.535,1.5545585714285715,0.993685,3.163
3/2/2021 19:00,1.76,1.5252114285714287,0.993411,2.973
3/2/2021 20:00,2.757,1.4958642857142859,0.993057,2.551
3/2/2021 21:00,3.46,1.4665171428571429,0.992608,2.717
3/2/2021 22:00,3.745,1.43717,0.992235,2.544
3/2/2021 23:00,2.159,1.4078228571428573,0.992107,2.307
3/3/2021 0:00,-2.507,1.3784757142857145,0.992005,3.077
3/3/2021 1:00,-3.58,1.3491285714285715,0.99191,3.191
3/3/2021 2:00,-3.974,1.3197814285714287,0.991946,2.795
3/3/2021 3:00,-4.059,1.2904342857142859,0.991948,2.669
3/3/2021 4:00,-3.855,1.2610871428571429,0.991729,2.7
3/3/2021 5:00,-4.186,1.23174,0.991453,3.893
3/3/2021 6:00,-5.149,7.1288,0.991486,5.528
3/3/2021 7:00,-4.275,11.828,0.991557,6.314
3/3/2021 8:00,-4.077,17.4815,0.991657,7.089
3/3/2021 9:00,-3.828,19.8818,0.991763,7.37
3/3/2021 10:00,-3.294,17.4792,0.991899,7.117
3/3/2021 11:00,-3.084,12.6191,0.992173,6.539
3/3/2021 12:00,-3.504,13.2749,0.992336,6.634
3/3/2021 13:00,-2.911,14.489,0.992523,6.834
3/3/2021 14:00,0.074,9.97293,0.992807,6.114
3/3/2021 15:00,3.035,0.871191,0.992836,3.759
3/3/2021 16:00,5.615,1.36541,0.992642,3.973
3/3/2021 17:00,7.496,1.05803,0.992109,3.832
3/3/2021 18:00,9.274,2.97962,0.991659,4.598
3/3/2021 19:00,10.094,3.06705,0.991259,4.633
3/3/2021 20:00,10.804,2.25669,0.990817,4.347
3/3/2021 21:00,11.242,2.03181,0.990439,4.267
3/3/2021 22:00,11.176,4.31337,0.990074,4.993
3/3/2021 23:00,9.116,9.2245,0.989982,5.981
3/4/2021 0:00,4.166,12.8387,0.989846,6.576
3/4/2021 1:00,2.332,21.0883,0.989791,7.564
3/4/2021 2:00,0.782,43.3495,0.989873,9.808
3/4/2021 3:00,0.622,47.6079,0.989851,10.156
3/4/2021 4:00,0.562,52.9399,0.989766,10.676
3/4/2021 5:00,1.419,50.7645,0.989602,10.487
3/4/2021 6:00,1.613,49.9206,0.989667,10.413
3/4/2021 7:00,1.252,50.8844,0.989825,10.5
3/4/2021 8:00,1.397,52.6569,0.989952,10.692
3/4/2021 9:00,0.688,51.3231,0.990208,10.527
3/4/2021 10:00,1.191,50.2951,0.990335,10.436
3/4/2021 11:00,2.387,52.8187,0.990466,10.708
3/4/2021 12:00,2.945,45.1718,0.990661,9.991
3/4/2021 13:00,3.653,45.0523,0.990856,9.99
3/4/2021 14:00,6.092,31.9009,0.99095,8.771
3/4/2021 15:00,8.539,15.1728,0.990881,6.903
3/4/2021 16:00,11.58,11.7665,0.990682,6.457
3/4/2021 17:00,12.954,18.1967,0.990027,7.307
3/4/2021 18:00,14.673,25.8328,0.989463,8.23
3/4/2021 19:00,15.783,32.1993,0.988915,8.889
3/4/2021 20:00,16.62,38.5176,0.988247,9.593
3/4/2021 21:00,16.968,45.7,0.987628,10.267
3/4/2021 22:00,16.764,49.4569,0.987134,10.639
3/4/2021 23:00,15.404,39.1288,0.987024,9.639
3/5/2021 0:00,12.288,56.6734,0.986911,11.732
3/5/2021 1:00,10.4,57.772,0.986975,13.399
3/5/2021 2:00,9.393,57.9823,0.987049,14.158
3/5/2021 3:00,9.058,58.0544,0.987104,14.197
3/5/2021 4:00,8.799,58.1064,0.987082,13.727
3/5/2021 5:00,7.465,58.3708,0.986882,12.43
3/5/2021 6:00,6.225,58.4334,0.987054,11.985
3/5/2021 7:00,6.323,58.6398,0.987396,12.583
3/5/2021 8:00,6.934,56.8092,0.987677,11.444
3/5/2021 9:00,9.339,44.2925,0.987786,10.063
3/5/2021 10:00,8.994,40.5745,0.987852,9.756
3/5/2021 11:00,10.099,38.3948,0.987948,9.578
3/5/2021 12:00,10.095,29.1759,0.988116,8.604
3/5/2021 13:00,10.233,25.7622,0.988319,8.194
3/5/2021 14:00,10.654,19.0727,0.988596,7.445
3/5/2021 15:00,12.054,30.5627,0.988725,8.764
3/5/2021 16:00,12.282,15.6314,0.988618,7.033
3/5/2021 17:00,13.17,13.5812,0.98812,6.751
3/5/2021 18:00,14.32,12.3479,0.987731,6.58
3/5/2021 19:00,16.009,15.5227,0.98731,7.056
3/5/2021 20:00,16.925,20.0117,0.987017,7.688
3/5/2021 21:00,18.093,22.1999,0.98652,7.984
3/5/2021 22:00,18.341,16.126,0.986168,7.131
3/5/2021 23:00,18.438,18.3316,0.98607,7.392
3/6/2021 0:00,16.034,23.6192,0.985894,8.015
3/6/2021 1:00,14.122,35.8093,0.985902,9.283
3/6/2021 2:00,12.829,54.9172,0.986057,11.286
3/6/2021 3:00,12.537,47.3348,0.98617,10.393
3/6/2021 4:00,11.0,38.5078,0.986212,9.556
3/6/2021 5:00,11.804,35.3393,0.986121,9.278
3/6/2021 6:00,11.685,45.9888,0.98618,10.335
3/6/2021 7:00,11.228,44.0941,0.986357,10.171
3/6/2021 8:00,11.704,43.2956,0.986569,10.085
3/6/2021 9:00,12.004,29.8749,0.986678,8.767
3/6/2021 10:00,12.328,19.2852,0.986871,7.529
3/6/2021 11:00,12.261,14.3678,0.987076,6.841
3/6/2021 12:00,12.472,10.5223,0.987186,6.192
3/6/2021 13:00,12.886,14.4715,0.987257,6.855
3/6/2021 14:00,13.004,15.0118,0.987379,6.916
3/6/2021 15:00,13.242,13.4025,0.987574,6.741
3/6/2021 16:00,13.776,11.0372,0.987445,6.391
3/6/2021 17:00,14.809,6.60073,0.987203,5.571
3/6/2021 18:00,16.364,8.82842,0.986926,5.995
3/6/2021 19:00,17.969,8.09974,0.986436,5.822
3/6/2021 20:00,19.51,10.9383,0.985912,6.353
3/6/2021 21:00,19.869,16.1937,0.985314,7.118
3/6/2021 22:00,19.87,20.1252,0.984668,7.621
3/6/2021 23:00,19.202,23.1764,0.984305,7.997
3/7/2021 0:00,15.931,25.3404,0.984079,8.205
3/7/2021 1:00,14.942,50.0697,0.983929,10.683
3/7/2021 2:00,13.481,56.0333,0.983624,11.652
3/7/2021 3:00,13.242,52.0527,0.983322,10.891
3/7/2021 4:00,13.219,56.7125,0.982933,11.95
3/7/2021 5:00,13.268,56.0207,0.982497,11.661
3/7/2021 6:00,13.089,56.9709,0.982519,12.369
3/7/2021 7:00,13.525,56.464,0.982382,11.86
3/7/2021 8:00,13.539,47.8496,0.982438,10.473
3/7/2021 9:00,14.485,36.2738,0.982544,9.401
3/7/2021 10:00,14.615,26.2854,0.982579,8.297
3/7/2021 11:00,14.557,26.1004,0.982649,8.271
3/7/2021 12:00,14.548,36.1962,0.982614,9.362
3/7/2021 13:00,14.512,31.2394,0.982664,8.8
3/7/2021 14:00,14.609,33.5157,0.982818,9.03
3/7/2021 15:00,15.219,34.0558,0.98266,9.084
3/7/2021 16:00,16.077,28.9992,0.982738,8.663
3/7/2021 17:00,17.485,38.3139,0.982141,9.664
3/7/2021 18:00,18.375,37.651,0.981769,9.68
3/7/2021 19:00,19.774,35.3909,0.981284,9.463
3/7/2021 20:00,21.51,48.2678,0.980926,10.764
3/7/2021 21:00,22.295,47.8697,0.98069,10.663
3/7/2021 22:00,21.411,44.6999,0.980369,10.406
3/7/2021 23:00,21.307,34.3597,0.980172,9.354
3/8/2021 0:00,19.077,36.5388,0.980117,9.553
3/8/2021 1:00,18.895,33.9562,0.980266,9.255
3/8/2021 2:00,19.16,37.7319,0.980373,9.704
3/8/2021 3:00,19.059,43.5246,0.980697,10.203
3/8/2021 4:00,19.043,52.1529,0.980713,11.1
3/8/2021 5:00,18.019,44.7549,0.980735,10.247
3/8/2021 6:00,16.457,30.9759,0.981046,8.815
3/8/2021 7:00,17.557,37.4713,0.981509,9.533
3/8/2021 8:00,15.945,22.7531,0.981864,7.931
3/8/2021 9:00,15.49,16.8196,0.982285,7.185
3/8/2021 10:00,15.648,8.49451,0.982593,5.9
3/8/2021 11:00,15.441,3.88347,0.983045,4.909
3/8/2021 12:00,15.362,0.69075,0.983468,3.688
3/8/2021 13:00,15.012,0.7255227272727273,0.983833,3.092
3/8/2021 14:00,14.902,0.7602954545454546,0.984183,3.166
3/8/2021 15:00,15.398,0.7950681818181818,0.984503,2.694
3/8/2021 16:00,16.48,0.8298409090909091,0.98461,0.74
3/8/2021 17:00,17.895,0.8646136363636364,0.984316,0.529
3/8/2021 18:00,19.819,0.8993863636363637,0.984106,1.112
3/8/2021 19:00,21.46,0.9341590909090909,0.983877,1.383
3/8/2021 20:00,22.782,0.9689318181818183,0.98364,2.284
3/8/2021 21:00,22.885,1.0037045454545455,0.983341,2.722
3/8/2021 22:00,23.078,1.0384772727272729,0.982976,2.317
3/8/2021 23:00,22.552,1.07325,0.982995,3.885
3/9/2021 0:00,20.421,1.508335,0.982964,3.247
3/9/2021 1:00,19.389,1.9434200000000001,0.982982,1.466
3/9/2021 2:00,18.189,2.378505,0.983037,2.644
3/9/2021 3:00,17.712,2.81359,0.982975,4.581
3/9/2021 4:00,17.184,13.5694,0.982744,6.835
3/9/2021 5:00,16.171,31.6327,0.982198,8.952
3/9/2021 6:00,15.224,36.0705,0.981918,9.475
3/9/2021 7:00,14.279,33.4848,0.982025,9.154
3/9/2021 8:00,13.515,34.5299,0.982298,9.256
3/9/2021 9:00,13.014,38.471,0.982421,9.696
3/9/2021 10:00,13.213,30.148,0.982469,8.814
3/9/2021 11:00,13.274,28.5483,0.982847,8.622
3/9/2021 12:00,14.279,24.927,0.982979,8.267
3/9/2021 13:00,15.067,18.2997,0.983117,7.446
3/9/2021 14:00,15.449,12.9506,0.983365,6.765
3/9/2021 15:00,16.131,14.0387,0.983388,6.86
3/9/2021 16:00,17.057,4.87394,0.983285,5.212
3/9/2021 17:00,18.839,7.18958,0.98289,5.722
3/9/2021 18:00,20.91,8.57138,0.982409,6.007
3/9/2021 19:00,22.079,14.4301,0.981958,6.958
3/9/2021 20:00,23.209,24.4656,0.981538,8.301
3/9/2021 21:00,23.171,27.3955,0.981273,8.622
3/9/2021 22:00,23.293,25.8411,0.981064,8.392
3/9/2021 23:00,22.719,24.1489,0.981112,8.256
3/10/2021 0:00,20.326,40.8573,0.981222,9.949
3/10/2021 1:00,19.192,53.3054,0.98136,11.236
3/10/2021 2:00,18.368,51.8993,0.981431,11.006
3/10/2021 3:00,17.455,51.3037,0.981455,10.9
3/10/2021 4:00,16.574,53.3036,0.981376,11.16
3/10/2021 5:00,16.526,55.8839,0.981253,11.9
3/10/2021 6:00,15.944,54.512,0.981287,11.501
3/10/2021 7:00,14.877,55.7289,0.981557,11.84
3/10/2021 8:00,13.281,49.0207,0.981916,10.715
3/10/2021 9:00,13.917,38.676,0.982324,9.704
3/10/2021 10:00,14.57,26.7489,0.982671,8.36
3/10/2021 11:00,14.897,21.5525,0.983253,7.78
3/10/2021 12:00,15.039,19.9966,0.983438,7.576
3/10/2021 13:00,14.293,29.5266,0.984198,8.65
3/10/2021 14:00,11.203,57.5432,0.98585,12.677
3/10/2021 15:00,10.309,55.5831,0.987186,11.293
3/10/2021 16:00,9.808,41.1808,0.988366,9.751
3/10/2021 17:00,8.377,39.6,0.989008,9.587
3/10/2021 18:00,7.816,31.9199,0.989524,8.778
3/10/2021 19:00,7.355,33.0118,0.990097,8.867
3/10/2021 20:00,7.086,30.4918,0.990394,8.634
3/10/2021 21:00,6.337,35.9961,0.990471,9.153
3/10/2021 22:00,5.934,26.3119,0.990616,8.189
3/10/2021 23:00,5.735,21.885,0.990815,7.704
3/11/2021 0:00,5.76,21.8543,0.990908,7.7
3/11/2021 1:00,6.093,27.7698,0.991008,8.365
3/11/2021 2:00,6.101,37.1068,0.991008,9.392
3/11/2021 3:00,6.294,34.0467,0.99116,9.082
3/11/2021 4:00,5.473,34.2027,0.990898,9.051
3/11/2021 5:00,5.072,48.9116,0.990673,10.453
3/11/2021 6:00,4.905,59.1171,0.990382,12.349
3/11/2021 7:00,4.585,59.1821,0.990329,12.799
3/11/2021 8:00,4.229,59.2536,0.990255,12.804
3/11/2021 9:00,4.055,59.2267,0.990194,12.302
3/11/2021 10:00,4.239,54.6636,0.99042,11.115
3/11/2021 11:00,4.356,55.5558,0.991163,11.183
3/11/2021 12:00,4.184,59.3373,0.991493,12.397
3/11/2021 13:00,3.957,58.4747,0.991455,11.819
3/11/2021 14:00,4.111,52.9002,0.991177,10.777
3/11/2021 15:00,4.556,39.8906,0.991298,9.61
3/11/2021 16:00,5.141,28.4764,0.991418,8.5
3/11/2021 17:00,5.786,28.397,0.99078,8.444
3/11/2021 18:00,6.232,21.692,0.991073,7.694
3/11/2021 19:00,6.811,33.2386,0.990468,8.977
3/11/2021 20:00,7.189,35.7776,0.989838,9.273
3/11/2021 21:00,7.22,34.5625,0.989442,9.146
3/11/2021 22:00,5.511,30.4397,0.989765,8.617
3/11/2021 23:00,3.86,31.66,0.989631,8.792
3/12/2021 0:00,3.435,28.9028,0.989213,8.567
3/12/2021 1:00,3.524,21.2824,0.989051,7.714
3/12/2021 2:00,3.653,18.9557,0.989016,7.426
3/12/2021 3:00,3.677,14.895,0.989128,6.929
3/12/2021 4:00,3.662,11.3409,0.989033,6.363
3/12/2021 5:00,3.56,8.57763,0.988625,5.905
3/12/2021 6:00,3.592,6.24177,0.988469,5.465
3/12/2021 7:00,3.837,4.06849,0.988356,4.91
3/12/2021 8:00,4.111,2.24577,0.988152,4.325
3/12/2021 9:00,4.405,1.00605,0.987842,3.802
3/12/2021 10:00,4.708,1.1511925,0.987637,3.277
3/12/2021 11:00,4.949,1.296335,0.987491,3.054
3/12/2021 12:00,4.877,1.4414775,0.987283,3.223
3/12/2021 13:00,4.99,1.58662,0.987074,4.084
3/12/2021 14:00,5.857,1.542144,0.987158,3.396
3/12/2021 15:00,7.283,1.497668,0.987148,2.86
3/12/2021 16:00,8.441,1.453192,0.98702,2.791
3/12/2021 17:00,10.308,1.408716,0.98636,3.48
3/12/2021 18:00,12.345,1.3642400000000001,0.985793,2.968
3/12/2021 19:00,14.231,1.3197640000000002,0.985258,2.768
3/12/2021 20:00,15.191,1.275288,0.984604,2.441
3/12/2021 21:00,14.852,1.230812,0.984262,2.359
3/12/2021 22:00,11.544,1.186336,0.984716,2.929
3/12/2021 23:00,9.305,1.14186,0.984909,3.879
3/13/2021 0:00,8.311,4.18905,0.984637,4.966
3/13/2021 1:00,8.113,2.9374,0.984376,4.59
3/13/2021 2:00,8.04,3.42249,0.984159,4.749
3/13/2021 3:00,8.291,3.2582,0.98364,4.701
3/13/2021 4:00,8.381,2.866975,0.983572,3.608
3/13/2021 5:00,8.501,2.47575,0.983289,4.439
3/13/2021 6:00,8.379,1.59311,0.982946,4.114
3/13/2021 7:00,8.279,11.2755,0.982534,6.342
3/13/2021 8:00,8.084,22.401,0.981985,7.822
3/13/2021 9:00,7.908,23.2143,0.981517,7.912
3/13/2021 10:00,7.795,38.1332,0.981062,9.481
3/13/2021 11:00,7.992,22.5331,0.980941,7.843
3/13/2021 12:00,8.06,19.8238,0.980665,7.5
3/13/2021 13:00,8.14,16.0469,0.980836,7.033
3/13/2021 14:00,8.24,23.6081,0.980607,7.967
3/13/2021 15:00,8.172,30.1028,0.980543,8.655
3/13/2021 16:00,8.275,25.0325,0.980239,8.123
3/13/2021 17:00,8.632,17.671,0.980015,7.242
3/13/2021 18:00,9.396,10.8454,0.979559,6.257
3/13/2021 19:00,11.552,1.83357,0.979161,4.205
3/13/2021 20:00,11.966,2.00315,0.978893,4.273
3/13/2021 21:00,11.847,1.87337,0.978834,4.225
3/13/2021 22:00,11.682,1.55083,0.978636,4.093
3/13/2021 23:00,11.857,2.34351,0.978625,4.389
3/14/2021 0:00,11.981,3.33411,0.978601,4.735
3/14/2021 1:00,12.02,6.1488,0.978633,5.45
3/14/2021 2:00,12.288,7.81423,0.978777,5.736
3/14/2021 3:00,12.059,8.82433,0.97883,5.953
3/14/2021 4:00,11.847,1.77515,0.978891,4.22
3/14/2021 5:00,11.895,1.69872,0.978859,2.732
3/14/2021 6:00,11.901,1.62229,0.979079,3.371
3/14/2021 7:00,12.12,1.54586,0.979447,4.09
3/14/2021 8:00,11.799,1.5266099166666667,0.979552,3.145
3/14/2021 9:00,11.606,1.5073598333333333,0.979584,2.121
3/14/2021 10:00,11.505,1.48810975,0.979958,2.451
3/14/2021 11:00,11.456,1.4688596666666667,0.980255,3.163
3/14/2021 12:00,11.294,1.4496095833333333,0.980412,2.961
3/14/2021 13:00,11.186,1.4303595,0.980802,2.576
3/14/2021 14:00,11.297,1.4111094166666667,0.981266,2.711
3/14/2021 15:00,11.754,1.3918593333333333,0.981651,1.97
3/14/2021 16:00,12.32,1.37260925,0.981927,2.039
3/14/2021 17:00,12.993,1.3533591666666667,0.981918,2.364
3/14/2021 18:00,13.714,1.3341090833333333,0.98196,2.168
3/14/2021 19:00,14.435,1.314859,0.981992,1.553
3/14/2021 20:00,14.933,1.2956089166666667,0.982029,1.148
3/14/2021 21:00,15.587,1.2763588333333333,0.981986,1.535
3/14/2021 22:00,16.135,1.25710875,0.98203,2.097
3/14/2021 23:00,15.911,1.2378586666666667,0.982223,2.207
3/15/2021 0:00,13.227,1.2186085833333333,0.982366,2.963
3/15/2021 1:00,12.114,1.1993585,0.982659,2.911
3/15/2021 2:00,12.433,1.1801084166666667,0.982933,3.099
3/15/2021 3:00,12.372,1.1608583333333333,0.983222,2.519
3/15/2021 4:00,11.894,1.14160825,0.983366,1.764
3/15/2021 5:00,12.138,1.1223581666666667,0.98336,1.401
3/15/2021 6:00,11.976,1.1031080833333333,0.983316,1.928
3/15/2021 7:00,12.208,1.083858,0.983573,1.268
3/15/2021 8:00,12.245,1.0646079166666667,0.98372,1.157
3/15/2021 9:00,12.196,1.0453578333333333,0.983844,0.982
3/15/2021 10:00,12.208,1.02610775,0.983834,2.33
3/15/2021 11:00,12.294,1.0068576666666667,0.984066,2.996
3/15/2021 12:00,12.157,0.9876075833333333,0.984323,3.239
3/15/2021 13:00,12.059,0.9683575,0.984548,3.384
3/15/2021 14:00,12.214,0.9491074166666666,0.985068,3.287
3/15/2021 15:00,13.587,0.9298573333333333,0.985305,3.108
3/15/2021 16:00,15.794,0.91060725,0.985477,3.483
3/15/2021 17:00,16.391,0.8913571666666666,0.98517,3.089
3/15/2021 18:00,17.183,0.8721070833333333,0.985086,2.719
3/15/2021 19:00,17.48,0.852857,0.985075,3.772
3/15/2021 20:00,18.018,0.8378536666666666,0.984893,3.492
3/15/2021 21:00,18.752,0.8228503333333334,0.984758,3.383
3/15/2021 22:00,19.118,0.807847,0.984738,3.755
3/15/2021 23:00,18.641,0.878717,0.984753,3.793
3/16/2021 0:00,15.424,3.00624,0.984939,4.636
3/16/2021 1:00,13.637,6.0545,0.985247,5.431
3/16/2021 2:00,12.691,24.7272,0.98566,8.143
3/16/2021 3:00,12.116,37.3798,0.985988,9.556
3/16/2021 4:00,11.39,37.2727,0.986116,9.491
3/16/2021 5:00,10.351,29.227,0.986063,8.679
3/16/2021 6:00,8.994,16.3005,0.986174,7.144
3/16/2021 7:00,7.861,11.3411,0.986456,6.405
3/16/2021 8:00,7.012,7.39855,0.98666,5.705
3/16/2021 9:00,7.364,5.17336,0.986934,5.213
3/16/2021 10:00,7.337,3.07653,0.987163,4.633
3/16/2021 11:00,7.348,1.17175,0.987578,3.89
